Price,Close,High,Low,Open,Volume
Ticker,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS
Date,,,,,
2025-02-06,1622.6513671875,1637.3267363701214,1603.6025365415833,1623.0401430451177,1288106
2025-02-07,1644.5185546875,1647.9201355777857,1611.2802974432261,1627.899426065363,1582031
2025-02-10,1651.2733154296875,1655.8411055070267,1626.150114091117,1635.6745887414972,1235699
2025-02-11,1622.165283203125,1660.943328467147,1616.4311660654243,1658.0276877501187,1800036
2025-02-12,1632.9532470703125,1642.4777215497772,1621.8739064623524,1632.7589184636838,1889477
2025-02-13,1628.1910400390625,1641.943050748808,1594.4182011491364,1627.8994285072242,1555491
2025-02-14,1612.446533203125,1646.3651783741523,1605.5948484781245,1637.6182559388706,961944
2025-02-17,1618.1319580078125,1621.0475987275872,1585.1366713174532,1609.3365130191273,1114005
2025-02-18,1657.055908203125,1660.8947879253944,1617.2574574524008,1621.0963371746702,2654136
2025-02-19,1638.395751953125,1664.247742544982,1627.9480393992314,1646.41376391309,1113961
2025-02-20,1611.231689453125,1646.0250507374942,1608.4618543981724,1632.7588612621932,1485087
2025-02-21,1603.116455078125,1618.1319573235244,1596.021681874584,1611.1344670541143,1479239
2025-02-24,1568.3232421875,1597.722622191025,1559.139020517526,1584.1649390329235,1672609
2025-02-25,1549.1285400390625,1568.6147872992037,1544.317780060988,1562.8321470316007,1425126
2025-02-27,1543.5888671875,1550.829327876936,1525.7548876328863,1530.7114533734064,2208643
2025-02-28,1446.0120849609375,1528.6705521787455,1436.8278635535064,1525.8520755727525,4155992
2025-03-03,1451.06591796875,1488.4346677550427,1434.6896401322365,1457.8204385455854,2851006
2025-03-04,1446.4007568359375,1457.2857679910026,1392.753015426694,1433.5233437480315,2386196
2025-03-05,1494.84912109375,1505.4426404838368,1445.6719998190492,1446.400910071059,1967418
2025-03-06,1461.17333984375,1507.1919653925304,1458.7436391764534,1497.6674913216364,2246380
2025-03-07,1450.3856201171875,1464.8180196221888,1440.3266821978073,1459.7156477722976,893696
2025-03-10,1445.0401611328125,1457.820410458713,1440.812505670028,1450.3855026378278,798491
2025-03-11,1437.6053466796875,1445.5748366237578,1412.7252337861894,1423.318753184416,1769157
2025-03-12,1397.85546875,1447.1297520045314,1369.185000191146,1439.3547096834864,2665932
2025-03-13,1400.1392822265625,1415.3005901427791,1382.0136921428543,1401.4512968143433,995812
2025-03-17,1399.604736328125,1407.2826140966672,1385.1236967511043,1402.3745713368885,1747569
2025-03-18,1399.604736328125,1399.604736328125,1399.604736328125,1399.604736328125,0
2025-03-19,1356.890625,1391.5381793906993,1355.18983457474,1390.4204933836977,5557840
2025-03-20,1370.8858642578125,1381.0419663795412,1360.6811206638752,1363.693925997395,2863413
2025-03-21,1369.622314453125,1390.8578753065974,1343.1872177158282,1350.9622601253545,4056023
2025-03-24,1417.6331787109375,1426.38010113568,1373.8499251186634,1376.036655724849,3072831
2025-03-25,1414.5716552734375,1442.1730771526586,1408.6917325078682,1432.5514392806917,2056315
2025-03-26,1376.4739990234375,1422.832637927037,1369.8651660916385,1422.832637927037,2231144
2025-03-27,1383.8603515625,1389.7887975307144,1366.4636708588703,1367.5813569061088,2541022
2025-03-28,1378.3692626953125,1389.7888564458287,1368.9420710542352,1375.307815962308,1642693
2025-04-01,1355.918701171875,1377.1056186057253,1346.4428691071635,1362.5760568949229,1578367
2025-04-02,1383.0343017578125,1385.9499426438729,1357.862578380612,1357.862578380612,1617949
2025-04-03,1330.84423828125,1360.6323926040195,1322.0001514568698,1357.7167517627254,1943422
2025-04-04,1283.80517578125,1320.9795955464115,1281.7642509726688,1312.0383446527574,1757493
2025-04-07,1251.7818603515625,1257.418813699544,1175.3920904272206,1209.9910063180864,3044730
2025-04-08,1277.439453125,1304.311966370835,1254.843236803111,1277.0506772886906,2868814
2025-04-09,1236.960693359375,1263.3957909519136,1228.7968748377057,1253.725629097304,3724878
2025-04-11,1246.1934814453125,1275.447053967721,1238.3697977838378,1239.1473494581971,1803181
2025-04-15,1265.0965576171875,1277.245061545438,1250.6156358449,1277.245061545438,1511866
2025-04-16,1271.899658203125,1277.6337755070315,1247.4083229252851,1255.6693051963134,1093342
2025-04-17,1270.0531005859375,1272.0940252908808,1240.0219784946473,1258.6820309937314,3027966
2025-04-21,1334.8775634765625,1349.9417078041101,1266.3600037932006,1267.331884072397,3759267
2025-04-22,1337.793212890625,1356.7448784564565,1322.923397068496,1335.3635121770567,2471135
2025-04-23,1399.118896484375,1408.6433711540267,1368.4075018466147,1379.0010211495367,5944062
2025-04-24,1404.561279296875,1426.2342561642047,1393.9678795616105,1404.3669507034247,2501415
2025-04-25,1420.8890380859375,1432.4544377048817,1336.3354496362272,1414.4746516552307,8211667
2025-04-28,1420.4029541015625,1438.3827383306962,1396.591888500818,1427.983667339746,2079431
2025-04-29,1453.252685546875,1462.5827128630526,1422.152515401127,1424.970873410398,2652788
2025-04-30,1460.736083984375,1468.316797743578,1448.1016401441907,1453.2526531648969,1858465
2025-05-02,1452.0863037109375,1476.286146428657,1447.907289686437,1462.6798224984389,1582577
2025-05-05,1452.572265625,1464.1376648665937,1448.587580141824,1456.848562651858,846022
2025-05-06,1454.1273193359375,1462.4855851821,1444.3113516154235,1454.8077067575541,1545773
2025-05-07,1453.1553955078125,1462.58270571984,1438.9659666756625,1447.2269493302804,1272555
2025-05-08,1460.5416259765625,1475.800097807332,1446.1577514239775,1458.6950298513666,2829448
2025-05-09,1451.697509765625,1459.083894717233,1436.536201302876,1438.382797540778,923174
2025-05-12,1528.8648681640625,1532.169284894235,1474.7311831937768,1479.2018088227248,1891418
2025-05-13,1528.28173828125,1555.8831619243363,1521.0898004912042,1555.3000574846526,3724272
2025-05-14,1558.118408203125,1564.1441370860373,1533.724237047299,1539.4583543928486,2354571
2025-05-15,1583.2901611328125,1590.3849347247171,1555.202796945832,1560.8397500986657,2972408
2025-05-16,1571.5303955078125,1589.8989563257092,1556.2719227344112,1589.0242403557659,1159095
2025-05-19,1552.870361328125,1580.4716664141824,1548.3024528221656,1571.5304152789427,681874
2025-05-20,1531.6832275390625,1573.96001713167,1529.059198398748,1566.670915477772,1869716
2025-05-21,1553.259033203125,1557.924106053762,1525.2689520124957,1532.6552184945617,930031
